id,syllabus_name,question_type,question,answer,answer_span_1,answer_span_2,answer_span_3,answer_span_4,answer_span_5,reasoning_step_1,reasoning_step_2,reasoning_step_3,reasoning_step_4,reasoning_step_5
w2PHfc5MwxXxPjIv,MIE 380 syllabus F22,multi factual,What materials are allowed and what materials are not allowed to be used for exams?,"You may bring the assigned text, pencil and calculators only.  No loose leaf material, cell phones or laptops are permitted.","Assigned text,",", pencil (no pens)",calculator,"No notes or “loose
leaf” material, cell phones, or laptops permitted.",,,,,,
weKcZO3nxpgzn8Kb,CS Syllabus for 568,single reasoning,"i have already missed two classes ,but i might have to miss another one.What would this mean for my grade","Missing another class would cause your grade to drop by a letter grade.The course policy i pretty clear that missing more than two classes leads to a grade drop .So ,its best to avoid missing another class if you can",,,,,,"The syllabus states that missing more than two classes results in a grade drop.Therefor ,if a students misses three classes ,it's more than allowed two,hence the grade drop ",,,,
KsffY6C9J0i6Oxn5,MKTG 497G Customer Insight Syllabus S2023,multi factual,What are the different components of the Group Research Project?,"The group research project is comprised of five parts: A Group project plan, a Data collection and analysis report, a customer journey map, and executive summary, and the class presentation.","1. Group project plan (10 pts)




",2. Data collection and analysis report (50 pts),3. Customer journey map (80 pts),4. Executive summary (80 pts),5. Class presentation (80 pts) ,,,,,
cAFaIYUOCk8SiTIB,ResEcon-213-Fall-2022,single factual,What is the official code name for this course?,RES-ECON 213,RES-ECON 213,,,,,,,,,
6irXfCJcN51ENwRk,Nutr_130H_Syllabus_2021Fall,summarization,What will the presentations be like?,"Students will work together in groups to do research on the prevention of a certain chronic disease, which will be assigned by the instructor.  They can work together outside of class to create this presentation.","To systematically apply the knowledge that you learn about individual nutrients from lectures
and the textbook into the prevention of diseases and the promotion of a healthy lifestyle, students
(in groups) are requested to prepare a presentation and write an essay on the prevention of a
specific type of chronic disease (assigned by the instructor/TA).","With the TA’s assistance,
students should work on their presentations and essays using off-class time considering this is
a 4-credit course.",,,,,,,,
zSqaZyTHQFdujOcP,Animlsci581 Syllabus-v4,multi factual,What are some of the skills we will learn in this course?,Some of the important skills you will learn in this course are 1. Learning about the interpretation epidemiological studies of cancer.  2. Learning the histopathological progression of cancer 3. evaluating current cancer therapies 4. learn about tools used to define the mechanisms disrupted in cancers.,Learning objectives: ,Develop skills related to the interpretation epidemiological studies of cancer,Develop an understanding of the histopathological progression of cancer.,Critically evaluate contemporary therapies and identify gaps,Gain familiarity with the tools used to define the mechanisms disrupted in cancers,,,,,
1YYDW7QYLrSD5AWk,MIE 302 Spring 2022 Syllabus-v1,no answer,How soon can I reschedule an exam if I missed it because I was sick?,No/insufficient information,,,,,,,,,,
tUZuNsz85M65eVEX,advanced_system_software_design_redacted,yes/no,Are there any prerequisites for this course?,Yes,"The prerequisites are including Systems Programming, Hardware Organization, and C Programming language",,,,,,,,,
GxjEt4BzsmyzQDFv,Nutr_130H_Syllabus_2021Fall,summarization,Can you give me details about the presentations?,"there are a total of 3 presentations during the course, and the topics to be covered are: 1) Overview of Micronutrients
Vitamins and minerals involved in energy
metabolism, one-carbon metabolism and
epigenetics.
2)Reading: Risks of Folic acid fortification: a
double-edged sword?
3) Vitamins and minerals with antioxidant
function",there are a total of 3 presentations during the course,"Thurs 10/21 Overview of Micronutrients
Vitamins and minerals involved in energy
metabolism, one-carbon metabolism and
epigenetics
Chapter 6.5 (In
Depth)
Chapter 8
Presentation2:
Outlines
&Components","Reading: Risks of Folic acid fortification: a
double-edged sword?
(Benefits: G4,5,6 vs Risks: G1, 2,3)
Presentation:
Draft","Tues 11/16 Vitamins and minerals with antioxidant
function
Chapter 8 Presentation:",,,,,,
E0yaiJl6i6BepImq,GEOG468668syllabusGIS_2023,multi factual,When are the professor's and TA's office hours?,The professor's office hours are on Mondays from 10:00-11:00am and Thursdays from 12:45-2:00pm. The TA's office hours are on Tuesdays and Wednesdays from 10:00-11:00am. Both also offer office hours by appointment.,Office hour Mon 10-11 Th 12:45-2:00 or by appointment,Office hour Tue Wed 10-11 or by appointment,,,,,,,,
m1Df0StRqYYBSBAg,315 Lab Syllabus 22-01-11,summarization,What different aspects of this course require the use of technology? ,"The central hub for this course will be the Moodle site. There, you will be able to find the syllabus, announcements, Course materials, assignments, grades, and other relevant course information. On Moodle, there is also a forum which will be used to send updates and reminders during the semester. Lab notebooks, excels, and reports will be submitted on Gradescope. Office hours will be conducted on Zoom. The link to Zoom can be found on Moodle. Additionally, if you are sick but have enough energy to engage in class, you can participate over Zoom. ","Our Moodle site is the central hub for this course. On Moodle, you will find items such as the syllabus, announcements, course materials, assignments, grades, and other relevant course information. There is also a forum which I will use to send updates and reminders during the semester. Please make sure to check Moodle regularly. ","Gradescope is where all Lab notebooks, Excels, and Reports are submitted (at minimum). Note, the dates in Gradescope may not match your particular group or lab section because of technical reasons I can't control. Please be aware of when you are to submit work according to the syllabus. Lab notebooks are due at the end of your lab, Excels, and reports are due at the beginning of your next lab.","Zoom is how office hours are conducted. The links are posted in Moodle. Zoom is also how you can participate if you are sick, but have enough energy to engage with class (more details in Attendance and Participation).",,,,,,,
aBjr9T3zHMTuQnZq,Syllabus_209H_230301,summarization,Is there a semester final exam at the end of the semester?,"There will not be a final exam. Instead, there will be a research paper that you will work on throughout the semester that will be turned in by the end of the semester. There are two mini exams that will be taken in class.",Two short closed-book in-class exams will be administered.,"The final paper will be 25 pages or more (double-spaced, 12-point font size, 1 inch margins) following the APA guideline, submitted at the end of the semester (10%).",The final paper is due at the end of the semester.,,,,,,,
O8jPR9aUYjIIuPrv,Acct 371 Syllabus - Spring,single factual,What are some forms of academic dishonesty that are given as examples in the syllabus?,"Some forms of academic dishonesty include: cheating,
fabrication, plagiarism, and facilitating dishonesty.","Academic dishonesty includes but is not limited to: cheating,
fabrication, plagiarism, and facilitating dishonesty",,,,,,,,,
jIGRcvTQ7df50MNO,Animlsci581 Syllabus-v4,single reasoning,Is 3 hours enough for each session?,"Yes, The course timing is 2.5 hours so it would be enough.",,,,,,The class typically requires 2.5h of instructional time.,,,,
wDK7xanDgwHXrmOy,Syllabus Bio 544 lecture S23,multi factual,What should I write about in my notes on peer-reviewed research articles?,"For the notes that you turn in on peer-reviewed research articles, be sure to include the question the researchers asked, their process for answering their question, their findings, and how the researchers interpreted those findings.","For peer-reviewed research articles, write short answers to the following questions: 1) What question were the researchers trying to answer?","2) What, exactly, did the researchers do to try to answer their question?"," 3) What, exactly, did the researchers find (i.e., what were their data)?",4) What do the researchers think that their findings mean (i.e. how do they interpret their findings),,,,,,
